"Product Name","Installed Base Track","IP Type","Product: Created Date","Product Family","Product Group","Product Family Group","Product Service Group","Sibex Name","AARO Code","Business Area","Business Responsible","Product Group Description","Item Group","Item Group Description","Active (Product)","Product Code","Movex Part Number","Oracle CPQ Cloud Part Number","Status","Movex Full Description","Product: Created By"
"SHORT WAVEGUIDE ASSEMBLY","Yes","Part","5/19/2017","MR Linac","ATSV","Unity","UNITY WAVEGUIDE","UNITY WAVEGUIDE","ATLA","200","DIV452","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1512825","1512825","1512825","Use then remove from assortment","SHORT WAVEGUIDE ASSEMBLY - ATLANTIC","Movex IntegrationUser"
"TUNING DRIVE BOX ASSEMBLY","Yes","Part","5/19/2017","MR Linac","ATSV","Unity","UNITY TUNING DRIVE BOX ASSEMBLY","UNITY TUNING DRIVE BOX ASSEMBLY","ATLA","200","DIV452","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1518747","1518747","1518747","Released","TUNING DRIVE BOX ASSEMBLY","Movex IntegrationUser"
"FRU, AGILITY LEAFBANK ASSY","Yes","Part","5/19/2017","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","357","AGILITY","1","1532059","1532059","1532059","Use then remove from assortment","FRU, AGILITY LEAFBANK ASSY","Movex IntegrationUser"
"MONITOR CHAMBER ASSEMBLY","Yes","Part","6/16/2017","MR Linac","ATSV","Unity","UNITY ION CHAMBER","UNITY ION CHAMBER","ATLA","200","DIV452","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1530276","1530276","1530276","Released","MONITOR CHAMBER ASSEMBLY","Movex IntegrationUser"
"MONITOR CHAMBER KIT","Yes","Part","6/16/2017","MR Linac","ATSV","Unity","","","ATLA","200","DIV452","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1530282","1530282","1530282","Released","MONITOR CHAMBER KIT","Movex IntegrationUser"
"BSM HEAD","Yes","Part","6/23/2017","MR Linac","ATSV","Unity","UNITY BEAM LIMITING DEVICE","UNITY BEAM LIMITING DEVICE","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1510500","1510500","1510500","Released","BSM HEAD","Movex IntegrationUser"
"MRT 27861, H/C & T/G, AXESSE","Yes","Part","6/23/2017","Linac","EOS2","Oncology","LINAC COVERS","HEAD COVER","EOS5","200","DIV200","EOS Service And Spares Parts","357","AGILITY","1","1531980","1531980","MRT 27861","Released","MRT 27861, H/C & T/G, SOFT TOUCH FINISH GREY, AXESSE","Movex IntegrationUser"
"GANTRY DRIVE CABINET","Yes","Part","6/30/2017","MR Linac","ATSV","Unity","UNITY GANTRY CONTROLLER","UNITY GANTRY CONTROLLER","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1523553","1523553","1523553","Released","GANTRY DRIVE CABINET","Movex IntegrationUser"
"IVIEWDOSE SOFTWARE MEDIA KIT","Yes","Software","6/17/2016","Linac","EOS2","Oncology","IVIEWDOSE SOFTWARE","IVIEWDOSE SOFTWARE","EOS5","200","DIV200","EOS Service And Spares Parts","335","iViewGT","1","1526692","1526692","1526692","Released","IVIEWDOSE SOFTWARE MEDIA KIT","Movex IntegrationUser"
"XVI CASSETTE ASSEMBLY F1","Yes","Part","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","EOS5","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527500","1527500","1527500","Released","XVI CASSETTE ASSEMBLY F1","Movex IntegrationUser"
"XVI CASSETTE ASSEMBLY F0","Yes","Part","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","EOS5","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527582","1527582","1527582","Released","XVI CASSETTE ASSEMBLY F0","Movex IntegrationUser"
"XVI CASSETTE ASSEMBLY F1","Yes","Part","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1527583","1527583","1527583","Released","XVI CASSETTE ASSEMBLY F1","Movex IntegrationUser"
"XVI CASSETTE ASSEMBLY F0","Yes","Part","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","EOS5","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527560","1527560","1527560","Released","XVI CASSETTE ASSEMBLY F0","Movex IntegrationUser"
"XVI CASSETTE ASSEMBLY F1","Yes","Part","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","EOS5","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527561","1527561","1527561","Released","XVI CASSETTE ASSEMBLY F1","Movex IntegrationUser"
"KIT H/W XVI COLLIMATOR","Yes","Product","7/29/2016","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527877","1527877","1527877","Released","KIT H/W XVI COLLIMATOR","Movex IntegrationUser"
"MRT 15761, U/G KIT, XVI CASS","Yes","Product","7/29/2016","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527895","1527895","1527895","Released","MRT 15761, UPGRADE KIT, XVI COLLIMATOR CASSETTES","Movex IntegrationUser"
"MRT 19011, U/G KIT, XVI CASS","Yes","Product","7/29/2016","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527897","1527897","1527897","Released","MRT 19011, UPGRADE KIT, XVI COLLIMATOR CASSETTES","Movex IntegrationUser"
"MRT 19221,U/G KIT,EX XVI CASS","Yes","Product","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI COLLIMATOR CASSETTES","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527896","1527896","MRT 19221","Use then remove from assortment","MRT 19221, UPGRADE KIT, EXTRA XVI COLLIMATOR CASSETTES","Movex IntegrationUser"
"MRT 20041,U/G KIT,EX XVI CASS","Yes","Product","7/29/2016","Linac","EOS2","Oncology","XVI CASSETTE","XVI CASSETTE","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527899","1527899","MRT 20041","Released","MRT 20041, UPGRADE KIT, EXTRA XVI COLLIMATOR CASSETTES","Movex IntegrationUser"
"MRT14961,U/G KIT,EX XVI CASS","Yes","Product","7/29/2016","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1527921","1527921","1527921","Released","MRT14961, UPGRADE KIT, EXTRA XVI COLLIMATOR CASSETTES","Movex IntegrationUser"
"ELEKTA  AXESSE","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","Axesse ESAB UDI label","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564216","1564216","1564216","Released","ELEKTA  AXESSE","Movex IntegrationUser"
"ELEKTA  AXESSE","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","Axesse Dom UDI label","EOS5","200","DIV452","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564217","1564217","1564217","Released","ELEKTA  AXESSE","Movex IntegrationUser"
"ELEKTA SYNERGY","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","SYNERGY ESAB UDI label","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564219","1564219","1564219","Released","ELEKTA SYNERGY","Movex IntegrationUser"
"ELEKTA INFINITY","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","INFINITY ESAB UDI label","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564220","1564220","1564220","Released","ELEKTA INFINITY","Movex IntegrationUser"
"ELEKTA INFINITY","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","INFINITY Dom UDI label","EOS5","200","DIV452","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564221","1564221","1564221","Released","ELEKTA INFINITY","Movex IntegrationUser"
"VERSA HD","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","VERSA HD ESAB label","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564222","1564222","1564222","Released","VERSA HD","Movex IntegrationUser"
"ELEKTA VERSA HD","Yes","Part","5/20/2022","Linac","EOS2","Oncology","UDI Labels","VERSA HD Dom UDI label","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564223","1564223","1564223","Released","ELEKTA VERSA HD","Movex IntegrationUser"
"RF OUTPUT WINDOW","Yes","Part","5/20/2022","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1565044","1565044","1565044","Released","RF OUTPUT WINDOW (1522567) PLANNING NUMBER","Movex IntegrationUser"
"FRU TRCC TPS","Yes","Part","2/4/2022","MR Linac","ATSV","Unity","UNITY TPS PC","Unity TPS PC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1562286","1562286","1562286","Released","FRU TRCC TREATMENT PLANNING SYSTEM","Movex IntegrationUser"
"FRU TRCC DP PC MK2","Yes","Part","2/4/2022","MR Linac","ATSV","Unity","UNITY DP PC","UNITY DP PC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1562322","1562322","1562322","Released","FRU TRCC DATA PROCESSING PC MK2","Movex IntegrationUser"
"IGUIDE SOFTWARE 2.2.3.1153C","Yes","Software","2/4/2022","Linac","MFIX","PPS","iGUIDE Software","iGUIDE Software","MFIX","200","DIV200","MI Patient Fixation device","P10602","MI HexaPOD","1","P10603-111-223C","P10603-111-223C","P10603-111-223C","Released","IGUIDE SOFTWARE 2.2.3.1153C","Movex IntegrationUser"
"IGUIDE RECOVERY DISC 2.2.3.0","Yes","Software","2/11/2022","Linac","EOS2","Oncology","iGUIDE Software","iGUIDE Software","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","03-999-1302","03-999-1302","03-999-1302","Use then remove from assortment","IGUIDE RECOVERY DISC - 2.2.3.0 W10  – FE 9010","Movex IntegrationUser"
"IGUIDE WS ESPRIMO P9010","Yes","Part","2/11/2022","Linac","EOS2","Oncology","iGUIDE Workstation","iGUIDE Workstation","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","03-999-1303","03-999-1303","03-999-1303","Use then remove from assortment","IGUIDE WORKSTATION ESPRIMO P9010","Movex IntegrationUser"
"CONTROL SYSTEM KIT, LINAC","Yes","Part","2/11/2022","Linac","EOS2","Oncology","LINAC CONTROL SYSTEM","TREATMENT SUITE CONTROL SYSTEM (TSCC)","EOS5","200","DIV200","EOS Service And Spares Parts","315","RTD","1","1563404","1563404","1563404","Released","CONTROL SYSTEM KIT, LINAC","Movex IntegrationUser"
"UNITY 2.0.3.0,INS , REC,MASTER","Yes","Software","3/11/2022","MR Linac","ATSV","Unity","UNITY NRT SOFTWARE","UNITY NRT SOFTWARE","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1560004","1560004","1560004","Released","UNITY 2.0.3.0, INSTALLATION AND RECOVERY, MASTER","Movex IntegrationUser"
"UNITY 2.0.2.0 DPPC INST MASTER","Yes","Software","3/11/2022","MR Linac","ATSV","Unity","UNITY DP PC SOFTWARE","UNITY DP PC SOFTWARE","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1560005","1560005","1560005","Released","UNITY 2.0.2.0 DATA PROCESSING INSTALLATION, MASTER","Movex IntegrationUser"
"UNITY2.0.1.0  MVIC INST MASTER","Yes","Software","3/11/2022","MR Linac","ATSV","Unity","UNITY MVI SOFTWARE","UNITY MVI SOFTWARE","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1560006","1560006","1560006","Released","UNITY 2.0.1.0 MVI CTRL INSTALLATION, MASTER","Movex IntegrationUser"
"MED UPG KIT,UNI CTL SW 2.0.3.0","Yes","Software","3/11/2022","MR Linac","ATSV","Unity","","","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1562019","1562019","1562019","Released","MEDIA UPGRADE KIT, UNITY CONTROL SOFTWARE 2.0.3.0","Movex IntegrationUser"
"MAGNETRON MG6370E / MG6370S-R","Yes","Part","3/25/2022","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","R45133308530","R45133308530","R45133308530","Released","MAGNETRON E2V MG6370E / MG6370S 5MW (REPAIRED)","Movex IntegrationUser"
"KIT JAGUAR  H/W XVI COLLIMATOR","Yes","Product","8/5/2022","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1559317R02","1559317R02","1559317R02","Released","KIT JAGUAR  H/W XVI COLLIMATOR","Movex IntegrationUser"
"ELEKTA HARMONY","Yes","Product","8/5/2022","Linac","EOS2","Oncology","Linac Type","ELEKTA HARMONY","EOS5","200","DIV452","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564101","1564101","1564101","Released","ELEKTA HARMONY","Movex IntegrationUser"
"ELEKTA HARMONY PRO","Yes","Product","8/5/2022","Linac","EOS2","Oncology","Linac Type","ELEKTA HARMONY PRO","EOS5","200","DIV452","EOS Service And Spares Parts","301","SL & SLI Linac","1","1564102","1564102","1564102","Released","ELEKTA HARMONY PRO","Movex IntegrationUser"
"MRT 38722, LABEL KIT UDI, CN","Yes","Part","8/5/2022","Linac","EOS2","Oncology","","","EOS5","200","DIV452","EOS Service And Spares Parts","354","New Patient Support System","1","1564138","1564138","1564138","Released","MRT 38722, LABEL KIT UDI, HARMONY, CHINA","Movex IntegrationUser"
"GANTRY SUB SYSTEM","Yes","Part","8/5/2022","MR Linac","ATSV","Unity","UNITY GANTRY","UNITY GANTRY","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1564225","1564225","1564225","Released","GANTRY SUB SYSTEM","Movex IntegrationUser"
"KV PANEL XRD 1642 CP3 G15","Yes","Part","8/5/2022","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1564368R01","1564368R01","1564368R01","Released","KV PANEL XRD 1642 CP3 G15/R15/N44","Movex IntegrationUser"
"MV PANEL XRD 1642 AP25","Yes","Part","8/5/2022","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","335","iViewGT","1","1565600R01","1565600R01","1565600R01","Released","MV PANEL XRD 1642 AP25","Movex IntegrationUser"
"KV IMAGING ARM","Yes","Part","8/5/2022","Linac","EOS2","Oncology","","","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1554062R05","1554062R05","1554062R05","Released","KV IMAGING ARM","Movex IntegrationUser"
"KV SOURCE  ARM","Yes","Part","8/5/2022","Linac","EOS2","Oncology","XVI KV SOURCE ARM","KV SOURCE ARM ASSY","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1555914R06","1555914R06","1555914R06","Released","KV SOURCE  ARM","Movex IntegrationUser"
"JAGUAR IBEAM COUCH TOP KIT","Yes","Product","9/2/2022","Linac","MFIX","PPS","","","MFIX","200","DIV200","MI Patient Fixation device","P10105","MI iBEAM","1","1104581R02","1104581R02","1104581R02","Released","JAGUAR IBEAM COUCH TOP KIT","Movex IntegrationUser"
"INTERFACE CABINET","Yes","Part","9/2/2022","MR Linac","ATSV","Unity","UNITY INTERFACE CABINET","UNITY INTERFACE CABINET","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1565290","1565290","1565290","Released","INTERFACE CABINET","Movex IntegrationUser"
"FRU,PROGRAMMED PCB ASSY,DOSE 1","Yes","Part","9/9/2022","MR Linac","ATSV","Unity","UNITY PROGRAMMED PCB ASSY","UNITY PROGRAMMED PCB ASSY","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1565692","1565692","1565692","Released","FRU,PROGRAMMED PCB ASSY,DOSE 1","Movex IntegrationUser"
"ASSY, RACK ONE CONTROL","Yes","Part","9/9/2022","MR Linac","ATSV","Unity","UNITY ASSY, RACK ONE CONTROL","UNITY ASSY, RACK ONE CONTROL","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1565848","1565848","1565848","Released","ASSY, RACK ONE CONTROL","Movex IntegrationUser"
"FRU - CONT. BEAM GEN","Yes","Part","9/9/2022","MR Linac","ATSV","Unity","UNITY BEAM GEN CONTROLLER","UNITY BEAM GEN CONTROLLER","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1565863","1565863","1565863","Released","FRU - CONTROLLER, BEAM GENERATION","Movex IntegrationUser"
"WATER CONDITIONING SYSTEM","Yes","Part","9/9/2022","MR Linac","ATSV","Unity","UNITY WCS","UNITY WCS","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1555193","1555193","1555193","Released","WATER CONDITIONING SYSTEM","Movex IntegrationUser"
"ELEKTA UNITY","Yes","Product","9/23/2022","MR Linac","ATSV","Unity","UNITY SYSTEM","UNITY SYSTEM","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1565811","1565811","1565811","Released","ELEKTA UNITY","Movex IntegrationUser"
"TECH ROOM COMPUTER CABINET MK7","Yes","Part","9/23/2022","MR Linac","ATSV","Unity","UNITY TRCC","UNITY TRCC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1566336","1566336","1566336","Released","TECH ROOM COMPUTER CABINET MK7","Movex IntegrationUser"
"KIT, COLLECTOR, UNITY","Yes","Part","9/23/2022","MR Linac","ATSV","Unity","UNITY LINAC SYSTEM","UNITY LINAC SYSTEM","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1566344","1566344","1566344","Released","KIT, COLLECTOR, UNITY","Movex IntegrationUser"
"FRU - TRCC NSS","Yes","Part","9/23/2022","MR Linac","ATSV","Unity","UNITY NSS PC","UNITY NSS PC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1566403","1566403","1566403","Released","FRU - TRCC NSS","Movex IntegrationUser"
"FRU - TRCC NRT PC","Yes","Part","9/23/2022","MR Linac","ATSV","Unity","UNITY NRT PC","UNITY NRT PC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1566465","1566465","1566465","Released","FRU - TRCC NRT PC","Movex IntegrationUser"
"FRU TRCC MQ PC MK3","Yes","Part","9/23/2022","MR Linac","ATSV","Unity","UNITY MQ PC","UNITY MQ PC","ATLA","200","DIV200","MR Guided Radiation Therapy Service","401","ATLANTIC MRI LINAC","1","1566560","1566560","1566560","Released","FRU TRCC MQ PC MK3","Movex IntegrationUser"
"XVI HARDWARE KIT","Yes","Product","9/30/2022","Linac","EOS2","Oncology","XVI SYSTEM","XVI SYSTEM","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1566634","1566634","1566634","Released","XVI HARDWARE KIT","Movex IntegrationUser"
"HPL XVI HARDWARE KIT","Yes","Product","9/30/2022","Linac","EOS2","Oncology","XVI SYSTEM","XVI SYSTEM (HARMONY)","SYNE","200","DIV200","EOS Service And Spares Parts","355","Synergy XVI","1","1566636","1566636","1566636","Released","HPL XVI HARDWARE KIT","Movex IntegrationUser"
"KIT, CCP MGMT COMPUTER","Yes","Part","10/11/2019","Linac","EOS2","Oncology","LINAC CCP MODULE","CCP MANAGEMENT COMPUTER","EOS5","200","DIV200","EOS Service And Spares Parts","315","RTD","1","1538698","1538698","1538698","Released","KIT, CCP MANAGEMENT COMPUTER","Movex IntegrationUser"
"CCP MGMT COMP, HP Z2 MINI G4","Yes","Part","10/11/2019","Linac","EOS2","Oncology","LINAC CCP MODULE","CCP MANAGEMENT COMPUTER","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1534583","1534583","1534583","Use then remove from assortment","CCP MANAGEMENT COMPUTER, HP Z2 MINI G4","Movex IntegrationUser"
"TRM COMPUTER, HP Z2 MINI G4","Yes","Part","10/11/2019","Linac","EOS2","Oncology","LINAC CCP MODULE","CCP TRM COMPUTER","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1540803","1540803","1540803","Released","TREATMENT ROOM MONITOR COMPUTER, HP Z2 MINI G4","Movex IntegrationUser"
"KIT, TRM COMPUTER","Yes","Part","10/11/2019","Linac","EOS2","Oncology","LINAC CCP MODULE","CCP TRM COMPUTER","EOS5","200","DIV200","EOS Service And Spares Parts","315","RTD","1","1538695","1538695","1538695","Released","KIT, TREATMENT ROOM MONITOR COMPUTER","Movex IntegrationUser"
"MRT 30221 NRW.QUAD.COVER SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544726","1544726","MRT 30221","Released","MRT 30221 NARROW QUADRANT COVER SET","Movex IntegrationUser"
"MRT 30171 INFINITY D/R CVR SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544334","1544334","MRT 30171","Released","MRT 30171 INFINITY DRUM & RING COVER SET","Movex IntegrationUser"
"MRT 30251 BA.COVER SET AGILITY","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","357","AGILITY","1","1548771","1548771","MRT 30251","Released","MRT 30251 BEAM ARM COVER SET, AGILITY","Movex IntegrationUser"
"MRT 29851, C/DISC, INFINITY","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544343","1544343","1544343","Released","MRT 29851, CENTRE DISC ASSEMBLY, INFINITY","Movex IntegrationUser"
"MRT 30181 SYN PLAT D/R CVR SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","SYN PLATF DRUM & RING COVER SET","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544322","1544322","MRT 30181","Released","MRT 30181 SYNERGY PLATFORM DRUM & RING COVER SET","Movex IntegrationUser"
"MRT 30151 SYNER D/R COVER SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544328","1544328","MRT 30151","Released","MRT 30151 SYNERGY DRUM & RING COVER SET","Movex IntegrationUser"
"MRT 30191 SPEC PLAT D/R COVERS","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544519","1544519","MRT 30191","Released","MRT 30191 SPECIAL SYNERGY PLATFORM DRUM & RING COVER SET","Movex IntegrationUser"
"MRT 30231 SPL.NRW.COVER SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544764","1544764","MRT 30231","Released","MRT 30231 SPECIAL NARROW QUADRANT COVER SET","Movex IntegrationUser"
"MRT 29881 RGB RIC AND CBLE KIT","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC CABLING","LINAC RIC CABLES","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544781","1544781","MRT 29881","Released","MRT 29881 RGB RIC AND CABLE KIT","Movex IntegrationUser"
"MRT 29831, C/DISC, SYNERGY","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544341","1544341","1544341","Released","MRT 29831, CENTRE DISC ASSEMBLY, SYNERGY","Movex IntegrationUser"
"MRT 29871 DOUBLE POINTER KIT","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LASER BACK POINTER","Double Pointer","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1547570","1547570","MRT 29871","Released","MRT 29871 DOUBLE POINTER KIT WHITE","Movex IntegrationUser"
"MRT 30241 BA COVER SET MLCI2","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","LINAC COVERS (Beam Arm)","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1548753","1548753","MRT 30241","Released","MRT 30241 BEAM ARM COVER SET, MLCI2","Movex IntegrationUser"
"ILLU BRAND C/DISC LED PCB FRU","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1549204","1549204","1549204","Released","ILLUMINATING BRAND CENTRE DISC PCB LED FRU","Movex IntegrationUser"
"MRT 30161 SPECIAL.D/R COVERS","Yes","Part","10/18/2019","Linac","EOS2","Oncology","LINAC COVERS","COVERS","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544521","1544521","MRT 30161","Released","MRT 30161 SPECIAL SYNERGY DRUM & RING COVER SET","Movex IntegrationUser"
"MRT 30211 SPEC WIDE COVER SET","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1544762","1544762","MRT 30211","Released","MRT 30211 SPECIAL WIDE QUADRANT COVER SET","Movex IntegrationUser"
"ILLU C/DISC LED PCB FRU","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1549205","1549205","1549205","Released","ILLUMINATING CENTRE DISC OUTER LED PCB FRU","Movex IntegrationUser"
"ILLU C/DISC PWR HUB PCB FRU","Yes","Part","10/18/2019","Linac","EOS2","Oncology","","","EOS5","200","DIV200","EOS Service And Spares Parts","301","SL & SLI Linac","1","1549206","1549206","1549206","Released","ILLUMINATING CENTRE DISC POWER HUB PCB FRU","Movex IntegrationUser"
"HPL IVIEWGT ARM ASSEMBLY","Yes","Part","10/18/2019","Linac","EOS2","Oncology","IVIEWGT ARM","iVIEWGT ARM ASSEMBLY (HARMONY)","EOS5","200","DIV200","EOS Service And Spares Parts","335","iViewGT","1","1543893","1543893","1543893","Released","HPL IVIEWGT ARM ASSEMBLY","Movex IntegrationUser"
